pitch_type,batted_ball_type,hit_x,hit_y,exit_velocity,launch_angle,outcome,batter_stand,hit_distance,player
FF,fly_ball,-37.31,100.43,79.2,47.3,field_out,L,257,yelich
SI,ground_ball,-6.12,10.69,48.9,-76.1,force_out,L,1,yelich
FF,ground_ball,-18.23,45.82,98.7,-11.9,force_out,L,12,yelich
FT,fly_ball,-85.96,96.39,86.7,34.9,field_out,L,306,yelich
SI,ground_ball,16.91,36.4,103.4,-12,force_out,L,9,yelich
FF,ground_ball,-16.62,24.21,90.3,-17.3,single,L,NA,yelich
SI,line_drive,-25.29,160.12,109.4,15.3,field_out,L,383,yelich
FF,ground_ball,-66.4,85.16,106,2.7,double,L,100,yelich
CH,ground_ball,-14.59,33.86,73.6,-1.7,force_out,L,28,yelich
SI,ground_ball,0.65,52.14,82.9,-20.7,force_out,L,NA,yelich
FC,fly_ball,-54.7,72.15,68.2,38,single,L,218,yelich
FC,ground_ball,36.21,32.84,92,1,field_out,L,43,yelich
SI,line_drive,-60.98,80.76,104.8,9.8,single,L,219,yelich
CH,fly_ball,48.78,158.01,98.9,23,home_run,L,391,yelich
FF,fly_ball,-107.22,114.23,101,38.8,home_run,L,370,yelich
FC,line_drive,-22.54,91.25,76,19.6,single,L,228,yelich
FS,ground_ball,52.46,82.62,108.1,-2.9,single,L,29,yelich
FC,ground_ball,24.02,95.32,108.3,-4.2,single,L,20,yelich
FT,ground_ball,-19.36,42.44,82.9,-20.7,field_out,L,NA,yelich
FT,ground_ball,21.83,41.84,88.4,-20.7,force_out,L,8,yelich
SI,fly_ball,-59.18,136.02,97,35.7,field_out,L,352,yelich
CH,line_drive,-20.59,145.15,90.9,25.5,field_out,L,348,yelich
CU,ground_ball,32.04,31.89,93.4,-11.9,field_out,L,10,yelich
FC,ground_ball,35.07,31.89,81.9,-12.5,field_out,L,13,yelich
FF,line_drive,-55.01,146.92,106.8,19.5,double,L,371,yelich
FT,ground_ball,34.46,31.89,69.2,-58.3,field_out,L,1,yelich
FT,ground_ball,13.27,49.46,92,-32.6,field_out,L,2,yelich
FT,ground_ball,-15.2,37.34,85.3,-29.7,force_out,L,4,yelich
SL,fly_ball,104.63,147.54,110.7,34.2,home_run,L,425,yelich
SI,ground_ball,32.04,48.85,92.1,0.3,single,L,37,yelich
SL,ground_ball,61.38,81.67,106.3,8.9,single,L,140,yelich
SI,fly_ball,-75.04,155.61,107.6,21.6,home_run,L,409,yelich
SI,line_drive,46.37,120.44,113.9,9.3,single,L,194,yelich
FC,ground_ball,36.28,53.09,108.2,-1.4,field_out,L,33,yelich
FC,fly_ball,-84.45,141.29,106.6,24.6,home_run,L,389,yelich
FT,line_drive,-40.2,106.42,97,14.3,single,L,272,yelich
SI,ground_ball,-4.9,27.05,67.5,-43.1,field_out,L,3,yelich
SI,line_drive,-16.41,51.27,61.6,19.5,field_out,L,154,yelich
FF,fly_ball,62.8,145.64,94.9,24.4,double,L,373,yelich
SL,ground_ball,29.39,36.13,81.6,-6.3,field_out,L,14,yelich
FF,ground_ball,20.91,47.03,81.2,-1.2,field_error,L,32,yelich
FF,ground_ball,-14.22,44,98.6,-12.1,field_out,L,13,yelich
CH,line_drive,-68.32,115.54,86.8,29.4,field_out,L,318,yelich
CH,line_drive,-37.61,87.01,82.6,25.4,field_out,L,276,yelich
SI,line_drive,75.77,96.97,113.1,12.4,double,L,231,yelich
SI,ground_ball,15.08,50.67,104.4,-17.9,field_out,L,9,yelich
FC,ground_ball,49.67,78.93,83.9,9.7,single,L,127,yelich
SI,ground_ball,2.13,16.75,80.3,-6.8,grounded_into_double_play,L,12,yelich
FF,line_drive,-13.99,51.88,106.5,7.6,field_out,L,169,yelich
SI,line_drive,-68.7,66.76,77.9,24.1,double,L,230,yelich
SI,ground_ball,23.61,54.24,108,5.3,field_out,L,128,yelich
CU,line_drive,67.66,96.51,79.1,24.4,field_out,L,278,yelich
FF,fly_ball,-65.23,152.02,100.8,30.9,home_run,L,392,yelich
SI,fly_ball,5.55,135.23,84.1,30.7,field_out,L,322,yelich
FF,line_drive,3.58,81.56,111.9,7.2,single,L,167,yelich
SI,ground_ball,13.87,34.92,76.2,-18.7,grounded_into_double_play,L,6,yelich
FC,line_drive,1.66,112.09,83.6,17.9,single,L,227,yelich
FF,ground_ball,-42.46,109.42,92.7,0.8,single,L,54,yelich
CH,fly_ball,-80.61,83.98,87.1,40.2,field_out,L,287,yelich
SL,line_drive,-43.84,77.36,70.6,24,single,L,216,yelich
FF,fly_ball,2.3,98.64,86.1,52.9,field_out,L,238,yelich
SL,popup,9.63,11.3,90,76.7,field_out,L,109,yelich
SL,line_drive,-59.14,112.74,94.9,14,single,L,254,yelich
FF,fly_ball,-67.29,76.59,81.9,45.9,field_out,L,244,yelich
FT,ground_ball,19.93,18.57,48.8,-52.6,field_out,L,1,yelich
FF,line_drive,28.76,115.15,96.4,14.9,single,L,251,yelich
KC,line_drive,-12.1,132.25,110.7,15.3,double,L,367,yelich
SI,line_drive,-5,13.62,57.2,12.1,single,L,93,yelich
SL,ground_ball,19.33,38.47,77.3,-47.6,force_out,L,2,yelich
FF,popup,-43.53,72.94,47.1,38.1,double,L,120,yelich
FF,popup,-12.1,24.27,80,69,field_out,L,NA,yelich
FF,ground_ball,33.02,28.33,98.6,-12.4,field_out,L,12,yelich
CU,fly_ball,30.2,192.19,109.7,25.5,home_run,L,459,yelich
FF,fly_ball,-51.46,63.2,64.7,42.3,single,L,198,yelich
CU,fly_ball,-97.27,83.08,95.2,46.1,field_out,L,303,yelich
FF,ground_ball,-2.47,104.88,102.4,-0.8,single,L,34,yelich
CU,ground_ball,18.82,47.08,105.7,-8.7,field_out,L,15,yelich
FC,fly_ball,50.21,93.67,89.2,39.3,field_out,L,NA,yelich
FT,fly_ball,-52.62,174.71,107.5,31.6,home_run,L,431,yelich
SL,line_drive,62.58,159.03,111.1,20.6,home_run,L,404,yelich
FF,popup,22.35,33.71,80,69,field_out,L,NA,yelich
FF,popup,18.72,92.46,63.7,42,field_out,L,214,yelich
FF,ground_ball,60.51,97.91,97.4,7.5,single,L,132,yelich
SL,line_drive,-79.33,118.95,104.1,18.7,field_out,L,339,yelich
FF,ground_ball,39.92,115.47,105.1,-1.9,single,L,35,yelich
SL,line_drive,15.93,132.83,89.8,22,field_out,L,317,yelich
FF,line_drive,24.2,175.14,106.3,20.9,home_run,L,418,yelich
FF,fly_ball,-56.83,118.15,92.2,44.9,field_out,L,312,yelich
CH,line_drive,54.45,88.22,114.5,10.9,single,L,205,yelich
SI,ground_ball,-13.38,51.27,113.5,-14.6,field_out,L,5,yelich
SI,ground_ball,21.14,109.42,102.7,-8.6,single,L,15,yelich
FF,ground_ball,24.77,53.7,94.6,4.7,field_error,L,100,yelich
FF,ground_ball,25.38,50.06,106.4,-18.1,field_out,L,7,yelich
SL,line_drive,75.16,68.87,92.2,17,triple,L,240,yelich
SL,line_drive,59.98,78.81,94,8.6,single,L,151,yelich
CH,ground_ball,61.72,80.35,88.1,2.9,single,L,66,yelich
CH,line_drive,-17.62,97.91,111.7,7.6,single,L,196,yelich
FT,ground_ball,2.97,5.85,82.9,-20.7,field_out,L,NA,yelich
CH,line_drive,50.39,145.85,109.9,17.2,double,L,363,yelich
SL,ground_ball,33.16,35.89,107.6,-2.8,field_out,L,25,yelich
FF,popup,46.37,79.07,80,69,field_out,L,NA,yelich
SL,ground_ball,-1.27,11.9,41,-39,field_out,L,NA,yelich
FC,ground_ball,6.6,14.93,85.7,-63.4,field_out,L,1,yelich
FT,fly_ball,-74.73,157.9,105.9,22.6,home_run,L,413,yelich
FF,fly_ball,-102.18,106.41,95.8,43.3,home_run,L,349,yelich
CU,ground_ball,37.54,81.51,78.2,8.4,single,L,96,yelich
FF,line_drive,74.51,120.15,105.1,17.4,field_out,L,333,yelich
FF,fly_ball,-98.34,119.9,103.5,27.3,double,L,365,yelich
FC,fly_ball,-23.19,129.32,92,42.9,field_out,L,312,yelich
CH,ground_ball,22.65,54.09,104.6,7.8,field_out,L,139,yelich
FF,fly_ball,-6.35,166.89,105.8,35.8,field_out,L,394,yelich
CH,fly_ball,84.66,118.97,87.1,34.1,field_out,L,342,yelich
CU,ground_ball,33.86,33.1,103.5,-3.7,field_out,L,27,yelich
SI,line_drive,64.75,102.15,112.3,7.8,single,L,154,yelich
FC,line_drive,63.44,90.15,105,12.9,single,L,218,yelich
SI,fly_ball,9.48,161.37,108.5,41.4,field_out,L,382,yelich
FC,line_drive,-82.86,112.53,103.5,19,field_out,L,330,yelich
SI,ground_ball,-17.02,48.24,86.7,2.5,force_out,L,69,yelich
SI,ground_ball,32.04,33.1,89.7,-31.4,field_out,L,3,yelich
SI,fly_ball,-1.73,150.76,91.6,26.2,field_out,L,357,yelich
SI,ground_ball,-10.96,50.06,106.2,-25.2,field_out,L,5,yelich
FF,ground_ball,29.01,56.12,98.8,-14.8,field_out,L,13,yelich
SL,ground_ball,41.13,48.85,84.8,-14.5,field_out,L,7,yelich
FT,popup,-10.43,88.23,74.7,50.3,field_out,L,216,yelich
FF,line_drive,34.3,156.09,112.4,16.6,double,L,377,yelich
FF,fly_ball,57.48,144.55,99,33.9,field_out,L,375,yelich
FS,fly_ball,-38.19,141.65,91.7,26.9,double,L,348,yelich
CH,fly_ball,8.22,177.39,104.4,26.4,home_run,L,420,yelich
FF,ground_ball,5.39,15.54,89.2,-17,field_out,L,10,yelich
SI,line_drive,57.51,79.73,93.2,16.8,single,L,233,yelich
FF,ground_ball,-12.78,42.79,103.7,-27.5,field_out,L,3,yelich
SL,fly_ball,111.03,163.09,114.2,26.3,home_run,L,462,yelich
SL,popup,-18.3,77.52,61.5,38.9,field_out,L,195,yelich
SI,ground_ball,15.38,47.06,74.3,-24.5,single,L,3,yelich
FF,fly_ball,-35.84,107.7,85.2,42.3,field_out,L,272,yelich
CH,fly_ball,72.46,175.63,112.6,21.9,home_run,L,447,yelich
SL,line_drive,3.7,117.67,99.1,15.7,single,L,287,yelich
FF,ground_ball,7.25,10.49,76.9,-51.4,field_out,L,2,yelich
FF,ground_ball,32.15,36.4,106.4,4.7,single,L,104,yelich
FF,fly_ball,-49.39,108.99,86.9,42.4,field_out,L,286,yelich
FF,ground_ball,10.81,12.02,84,-56.3,field_out,L,2,yelich
FF,ground_ball,-3.41,48.59,91.9,-27.6,grounded_into_double_play,L,5,yelich
SI,ground_ball,26.89,42.4,81.8,-16.9,field_out,L,7,yelich
FC,line_drive,-53.53,133.36,109.9,11.2,double,L,270,yelich
FC,ground_ball,27.49,35.13,90.7,-20.5,field_out,L,6,yelich
CH,ground_ball,0.75,11.88,59.3,-60.7,field_out,L,2,yelich
SL,fly_ball,-47.1,144.59,100.7,24.9,double,L,381,yelich
FC,line_drive,61.03,87.74,117.9,15.3,double,L,253,yelich
FF,fly_ball,-46.86,170.51,107.1,28.9,home_run,L,418,yelich
FF,ground_ball,-22.72,32.84,105,-10.2,force_out,L,15,yelich
FC,line_drive,25.54,32.33,88.1,7.2,field_out,L,120,yelich
FC,popup,-45.57,19.63,80,69,field_out,L,NA,yelich
FF,line_drive,-52.18,92.78,91,12,single,L,195,yelich
KC,line_drive,-3.7,59.19,94.6,10.1,field_out,L,170,yelich
KC,ground_ball,17.92,41.99,92.9,-34.1,field_out,L,4,yelich
SL,line_drive,59.64,100.51,92.9,15.4,single,L,230,yelich
FF,ground_ball,-4.33,75.41,75,11.5,single,L,138,yelich
SL,fly_ball,NA,NA,89.2,39.3,field_out,L,NA,yelich
FF,fly_ball,-54.66,89.97,90.2,53.3,field_out,L,252,yelich
CH,line_drive,49.92,95.83,104.4,-11.5,single,L,12,yelich
FT,fly_ball,60.54,164.66,105.4,21.7,home_run,L,414,yelich
KC,line_drive,8.56,160.03,107.5,18.9,double,L,379,yelich
FF,popup,-1.88,57.33,80,69,field_out,L,NA,yelich
SL,fly_ball,82.74,127.8,92.1,27.1,home_run,L,360,yelich
FF,ground_ball,-6.72,116.69,102.6,-3.5,single,L,25,yelich
SL,line_drive,49.67,61.81,104.5,10.6,double,L,190,yelich
FF,ground_ball,30.22,42.19,98.3,-6.7,field_out,L,23,yelich
CH,line_drive,36.49,63.6,86.9,9.5,single,L,122,yelich
CH,ground_ball,-17.62,42.79,69,-16.1,single,L,10,yelich
FF,fly_ball,-69.32,91.01,80.7,34.8,sac_fly,L,273,yelich
FF,line_drive,24.62,133.38,99.9,17.1,double,L,322,yelich
FF,ground_ball,-17.62,18.57,84,-50.6,single,L,2,yelich
FF,line_drive,51.57,97.69,85.9,13.1,single,L,169,yelich
FF,line_drive,62.08,175.52,108.1,24,home_run,L,439,yelich
FF,ground_ball,18.72,49.46,78.2,-33.3,field_out,L,5,yelich
CH,ground_ball,24.77,27.05,80.4,-25.5,grounded_into_double_play,L,7,yelich
FF,fly_ball,-23.71,99.23,74.2,25.3,single,L,246,yelich
FF,fly_ball,-34.44,89.98,69.5,31.7,single,L,233,yelich
CH,ground_ball,13.22,57.81,86.2,8.1,single,L,131,yelich
FT,ground_ball,-18.83,120.32,109.1,-7.5,single,L,19,yelich
CH,line_drive,22.35,123.95,110,5.4,double,L,128,yelich
CH,fly_ball,-45.95,100.28,97.1,55.4,field_out,L,264,yelich
FF,fly_ball,8.65,147.76,99.7,41.1,field_out,L,351,yelich
CH,ground_ball,18.72,44,106,-18.4,field_out,L,5,yelich
SL,fly_ball,87.25,117.46,100.3,44.2,home_run,L,345,yelich
CH,fly_ball,-48.51,114.26,92.5,24.9,field_out,L,325,yelich
FF,fly_ball,-28.82,159.4,99.2,25,triple,L,384,yelich
FF,ground_ball,25.99,47.64,109.3,-10.8,field_out,L,9,yelich
CH,ground_ball,2.32,-1.68,57.8,-47.4,field_out,L,2,yelich
FT,ground_ball,-4.3,48.24,109,4.8,field_out,L,124,yelich
FT,ground_ball,-18.83,28.86,91.2,-10.1,field_out,L,12,yelich
FF,popup,-29.13,11.9,80,69,field_out,L,NA,yelich
FC,line_drive,34.73,116.36,99.1,12.9,triple,L,240,yelich
FF,line_drive,-7.94,55.28,60,17.8,field_out,L,141,yelich
FF,fly_ball,76.05,118.16,89.9,37.9,field_out,L,330,yelich
FF,ground_ball,-14.59,50.67,108.2,-3.4,field_out,L,30,yelich
SL,fly_ball,-54.57,94.28,89.2,39.3,field_out,L,NA,yelich
SL,fly_ball,37.75,119.07,89.2,39.3,sac_fly,L,NA,yelich
SL,ground_ball,22.65,50.76,82.9,-20.7,field_out,L,NA,yelich
SL,line_drive,7.31,63.57,93,9.7,field_out,L,159,yelich
FF,line_drive,-117.46,107.16,104.2,26.5,home_run,L,374,yelich
SL,fly_ball,-31.47,115.13,90.9,50.1,field_out,L,280,yelich
CH,line_drive,8.61,118.63,102.8,8,single,L,213,yelich
SL,fly_ball,-53.88,93.32,94.7,52.9,field_out,L,272,yelich
CU,fly_ball,-10.27,108.46,93.7,50.2,field_out,L,276,yelich
SL,ground_ball,31.52,33.36,82.7,-12.8,field_out,L,13,yelich
CH,ground_ball,-16.94,94.53,98.2,-8.6,single,L,11,yelich
FF,ground_ball,3.66,17.01,72.9,-7.8,field_out,L,19,yelich
FF,fly_ball,106.5,113.91,97.9,37.6,home_run,L,366,yelich
SL,ground_ball,34.55,32.15,82.9,-20.7,field_out,L,NA,yelich
SL,ground_ball,-12.58,45.22,71.4,-24.8,field_out,L,5,yelich
CH,ground_ball,24.97,38.55,80,0.7,field_out,L,48,yelich
FF,fly_ball,-13.08,168.23,108.6,34.8,home_run,L,408,yelich
SL,ground_ball,-6.52,55.51,86.9,-2.2,field_out,L,34,yelich
FF,ground_ball,-11.63,54.24,97.7,-11.4,field_out,L,14,yelich
FS,ground_ball,28.61,45.82,75.3,-17.2,field_out,L,7,yelich
SL,fly_ball,-34.49,138.78,99,41.3,field_out,L,339,yelich
FF,ground_ball,2.14,57.59,107.7,-8.1,field_out,L,17,yelich
FF,ground_ball,26.22,44.26,86.9,-9.1,field_out,L,11,yelich
FF,line_drive,30.14,128.5,105.1,10.4,double,L,272,yelich
SL,fly_ball,51.75,161.58,102.7,29.6,home_run,L,401,yelich
FF,popup,-12.85,17.68,80,69,field_out,L,NA,yelich
FT,fly_ball,40.03,176.88,108.2,27.9,home_run,L,428,yelich
FF,line_drive,-47.92,67.06,79.9,15.3,single,L,200,yelich
CH,ground_ball,29.31,41.04,89.8,-7.9,single,L,15,yelich
SL,ground_ball,26.77,48.66,107.6,7.9,field_out,L,132,yelich
FF,fly_ball,10.22,153.99,106.8,41.8,field_out,L,365,yelich
CU,fly_ball,4.7,161.44,103.8,33.9,field_out,L,381,yelich
FT,fly_ball,-56.53,129.62,98.5,33.3,field_out,L,336,yelich
KC,fly_ball,-52.47,93.87,85.1,30.5,field_out,L,293,yelich
FF,fly_ball,-98.93,101.9,97.9,32.7,double,L,335,yelich
SI,ground_ball,5.21,96.03,95.5,-4.3,single,L,24,yelich
CH,ground_ball,32.46,28.8,104.5,-6.3,field_out,L,19,yelich
SI,fly_ball,-79.52,106.11,101.7,26.3,field_error,L,314,yelich
SI,ground_ball,27.62,28.8,82.9,-20.7,grounded_into_double_play,L,NA,yelich
FC,line_drive,14.12,113.58,79.8,26.7,field_out,L,273,yelich
FC,ground_ball,27.2,27.65,82.9,-20.7,field_out,L,NA,yelich
FC,ground_ball,22.35,39.16,74.6,-23.7,grounded_into_double_play,L,7,yelich
SI,line_drive,-33.94,114.18,111.5,9.5,double,L,237,yelich
SI,ground_ball,24.17,50.67,114.2,-0.3,grounded_into_double_play,L,38,yelich
FC,ground_ball,72.71,99.99,113.1,3,single,L,75,yelich
SI,ground_ball,29.24,51.16,101.7,-1,field_out,L,41,yelich
CH,line_drive,6.2,132.2,112.2,10,single,L,230,yelich
KC,fly_ball,43.5,172.21,111.9,21.8,home_run,L,420,yelich
FF,ground_ball,58.09,93.06,107.5,-1.6,single,L,42,yelich
SL,ground_ball,-13.38,17.96,42.7,6.3,single,L,35,yelich
CH,ground_ball,29.01,45.22,87.6,5,field_out,L,81,yelich
FF,ground_ball,18.11,51.88,92.6,2.2,grounded_into_double_play,L,50,yelich
CH,fly_ball,NA,NA,110.5,33.9,home_run,L,440,yelich
FF,fly_ball,7.45,146.69,94.9,34.1,field_out,L,348,yelich
FF,line_drive,6.34,135.69,94.5,18,field_out,L,324,yelich
CU,ground_ball,49.92,85.67,96.2,7.5,single,L,139,yelich
SI,ground_ball,8.78,18.11,111.2,-15.8,field_out,L,7,yelich
SI,ground_ball,9.79,3.38,80.8,-68.7,single,L,1,yelich
CH,line_drive,58.05,150.69,101.4,23.5,home_run,L,398,yelich
CH,line_drive,9.25,122.74,108.6,5.8,single,L,132,yelich
CU,popup,-4.43,14.55,85.6,74.1,field_out,L,73,yelich
CH,line_drive,7.76,56.72,94.1,7,single,L,142,yelich
FF,ground_ball,25.03,46.05,74.5,-24.2,field_out,L,5,yelich
SL,ground_ball,12.84,52.65,80.4,-11.6,single,L,11,yelich
FT,ground_ball,-6.68,58.05,104,4.3,field_out,L,106,yelich
SL,ground_ball,21.99,30.3,65.5,-40.8,field_out,L,3,yelich
FF,ground_ball,5.73,40.46,76.8,-10.6,field_out,L,14,yelich
CH,fly_ball,29.89,156.73,103.1,37.2,field_out,L,376,yelich
FF,ground_ball,29.62,28.86,63.1,-56.3,field_out,L,1,yelich
CU,fly_ball,76.58,161.57,109.3,21.6,home_run,L,421,yelich
CH,fly_ball,-59.79,151.41,104.1,26.3,home_run,L,386,yelich
CH,fly_ball,-28.86,130.65,89.4,35.1,field_out,L,318,yelich
CH,fly_ball,-27.12,138.29,102.2,44,field_out,L,335,yelich
SL,fly_ball,79.32,161.77,99.2,32.1,home_run,L,408,yelich
FC,fly_ball,-11.79,183.76,106.2,30.3,home_run,L,435,yelich
FF,line_drive,NA,NA,112,7,field_out,L,154,yelich
CH,ground_ball,25.99,22.81,82,-23.2,field_out,L,6,yelich
FF,fly_ball,-22.96,112.52,88.5,48.2,field_out,L,275,yelich
SL,ground_ball,5.39,116.08,94.9,7.4,single,L,123,yelich
FF,popup,-49.72,32.5,80,69,field_out,L,NA,yelich
FC,fly_ball,69.61,167.5,109,29.8,home_run,L,428,yelich
CH,line_drive,4.38,141.21,89.1,24.3,field_out,L,335,yelich
KC,line_drive,40.58,95.04,116.3,13,single,L,247,yelich
SL,fly_ball,-40.62,158.2,101.1,32.8,home_run,L,388,yelich
FF,fly_ball,108.82,119.62,105.8,39.2,home_run,L,380,yelich
SI,line_drive,-49.72,159.08,114.1,16.7,home_run,L,405,yelich
SL,line_drive,26.05,55.2,83.2,11.4,field_out,L,150,yelich
SL,ground_ball,38.06,67.2,105.9,1.1,field_out,L,58,yelich
KC,ground_ball,29.58,32.07,105.4,-4,field_out,L,26,yelich
SL,popup,24.13,-4.88,80,69,field_out,L,NA,yelich
CH,ground_ball,31.25,43.21,77.7,5,field_out,L,66,yelich
SI,ground_ball,-20.33,66.6,102.7,0,field_out,L,48,yelich
FF,line_drive,34.28,32.91,109.7,6.7,field_out,L,130,yelich
FF,ground_ball,36.7,42,101.1,-7.8,field_out,L,14,yelich
FC,ground_ball,31.25,65.62,100.1,7.5,single,L,118,yelich
CH,ground_ball,13.69,121.35,101.1,-4.1,single,L,28,yelich
FT,ground_ball,-11.15,49.87,87.4,6.6,field_out,L,108,yelich
FF,popup,-3.27,75.31,80,69,field_out,L,NA,yelich
SL,line_drive,32.68,90.14,79.9,14.8,single,L,185,yelich
FF,line_drive,-2.92,100.19,75,22.1,single,L,242,yelich
FT,fly_ball,-94.35,80.15,97.1,43.2,field_out,L,321,yelich
FF,ground_ball,14.6,35.93,90.3,-17.3,single,L,NA,yelich
FF,ground_ball,23.69,46.84,94.6,-9.2,field_out,L,10,yelich
FF,ground_ball,-48.58,69.09,107.4,-9.2,single,L,15,yelich
CH,fly_ball,-31.58,158.86,99.5,32.8,field_out,L,383,yelich
CH,fly_ball,-16.47,98.01,69.3,32.2,single,L,239,yelich
SI,ground_ball,34.46,48.85,106.7,-12.2,field_out,L,12,yelich
FF,fly_ball,19.48,151.87,107,40.8,sac_fly,L,362,yelich
FF,ground_ball,70.8,80.95,83,-10.3,single,L,10,yelich
FF,fly_ball,57.18,162.95,103.1,32.3,home_run,L,408,yelich
SL,ground_ball,-26.1,30.07,92.4,-30,field_out,L,5,yelich
FC,ground_ball,34.46,45.82,101.7,-11.9,field_out,L,12,yelich
FF,ground_ball,-1.88,51.88,105.8,-23.3,field_out,L,5,yelich
SI,line_drive,NA,NA,97,18.7,field_out,L,304,yelich
SI,ground_ball,61.72,87.61,113,-1.8,single,L,35,yelich
CH,ground_ball,29.01,30.07,82.9,-20.7,field_out,L,NA,yelich
SI,ground_ball,22.96,47.03,108.4,-15.8,force_out,L,5,yelich
SI,line_drive,-34.27,149.74,104.6,18.3,double,L,364,yelich
SL,fly_ball,-13.37,103.9,97.1,52.5,field_out,L,252,yelich
FF,fly_ball,30.3,151.76,93.8,24.8,double,L,366,yelich
FC,fly_ball,-57.85,70.71,74.8,45.6,field_out,L,220,yelich
FF,fly_ball,-48.51,67.63,94.8,61.2,field_out,L,219,yelich
FF,ground_ball,-46.6,97.17,98.8,3.3,single,L,96,yelich
FF,line_drive,-37.65,128.65,94.5,18.5,double,L,319,yelich
SI,ground_ball,29.77,36.91,77.7,-8.6,field_out,L,15,yelich
FT,ground_ball,35.36,36.4,90.3,-16.1,field_out,L,9,yelich
FT,line_drive,43.57,120.84,88.1,25.4,field_out,L,304,yelich
SI,line_drive,-37.24,115.14,110.6,9,double,L,242,yelich
FF,fly_ball,111.03,133.77,106.7,36.1,home_run,L,408,yelich
FF,popup,-17.02,18.57,72,74.3,field_out,L,109,yelich
FF,popup,-43.67,24.62,80,69,field_out,L,NA,yelich
FF,ground_ball,3.58,17.36,87.1,-14.4,field_out,L,12,yelich
SI,fly_ball,-72.22,151.03,108.4,21.9,home_run,L,396,yelich
FF,fly_ball,-56.57,149.89,106.9,30.6,home_run,L,380,yelich
FF,line_drive,-50.33,98.52,106.3,11.4,single,L,257,yelich
FF,fly_ball,29.97,152.27,98.9,33.8,field_out,L,367,yelich
FT,fly_ball,10.54,166.28,102.4,29.4,home_run,L,406,yelich
FF,ground_ball,18.11,29.47,68.8,-52,field_out,L,3,yelich
FF,ground_ball,22.31,66.53,103.5,0.4,single,L,57,bellinger
CH,ground_ball,44.93,61.29,97,-5.4,field_error,L,12,bellinger
FF,ground_ball,28.08,46.56,83,-8.3,field_out,L,12,bellinger
FF,fly_ball,32.51,135.34,95.1,38.7,field_out,L,331,bellinger
FF,line_drive,48.83,123.11,110.6,11.4,single,L,239,bellinger
CH,fly_ball,-21.43,139.64,89,28.2,field_out,L,336,bellinger
FF,fly_ball,15.88,150.73,100.4,36.3,field_out,L,360,bellinger
CH,line_drive,92.01,96.07,112.1,14.4,double,L,257,bellinger
SL,line_drive,62.82,74.06,90.8,12.7,single,L,186,bellinger
CH,fly_ball,40.42,120.44,90.2,40.9,field_out,L,302,bellinger
FF,popup,-53.3,53.43,80.4,59,field_out,L,184,bellinger
FT,ground_ball,23.81,45.17,105.5,-3.8,field_out,L,22,bellinger
FT,ground_ball,-18.83,51.88,90.3,-17.3,single,L,NA,bellinger
FF,fly_ball,6.83,146.57,100.9,40.5,field_out,L,349,bellinger
FF,line_drive,-20.16,129.27,101.5,12.5,double,L,262,bellinger
SL,fly_ball,-24.75,129.86,93.9,35.2,field_out,L,335,bellinger
SL,fly_ball,33.07,137.01,92.6,36.7,field_out,L,334,bellinger
FT,ground_ball,-22.72,46.05,90,3.5,single,L,88,bellinger
SL,fly_ball,90.89,153.14,106.9,29.4,home_run,L,419,bellinger
SI,ground_ball,70.24,89.73,101.2,4.7,single,L,109,bellinger
FT,ground_ball,-1.17,-3,55.8,-45.7,single,L,3,bellinger
FT,ground_ball,28.08,42.49,105.9,0,field_out,L,48,bellinger
SL,line_drive,3.04,57.25,94.2,8.2,field_out,L,171,bellinger
FF,popup,-36.94,17.6,78.6,75.5,field_out,L,133,bellinger
FF,line_drive,-1.82,122.86,104.4,14.2,field_out,L,295,bellinger
FF,fly_ball,49.25,159.17,100.8,26,home_run,L,394,bellinger
CU,line_drive,21.08,55.47,97.3,10.1,field_out,L,159,bellinger
FF,ground_ball,13.39,51.73,82.9,-20.7,field_out,L,NA,bellinger
FF,popup,13.92,-26.31,80,69,field_out,L,NA,bellinger
FC,ground_ball,29.13,43.14,91.7,-16.9,field_out,L,6,bellinger
FF,ground_ball,1.25,17.79,91.8,-8.9,field_error,L,18,bellinger
SL,fly_ball,0.23,101.95,86.2,55.7,field_out,L,222,bellinger
FF,fly_ball,43.01,149.53,94.7,32.8,field_out,L,368,bellinger
FF,fly_ball,-36.04,125.01,99.6,47.5,field_out,L,311,bellinger
CU,ground_ball,33.95,31.48,101.7,1.6,grounded_into_double_play,L,62,bellinger
FF,line_drive,-31.86,144.51,99.9,17.7,double,L,352,bellinger
FF,ground_ball,-2.04,53.96,75,9.1,grounded_into_double_play,L,107,bellinger
FF,fly_ball,NA,NA,108.1,27.7,home_run,L,414,bellinger
FF,fly_ball,-77.59,85.82,88.4,48.6,field_out,L,276,bellinger
FF,fly_ball,-44.84,61.76,67.5,51.8,double,L,187,bellinger
CH,line_drive,76.54,88.19,107,17.3,double,L,276,bellinger
FT,line_drive,-22.45,130.25,85.1,26.6,field_out,L,316,bellinger
FC,ground_ball,-13.33,20.8,64.4,-34.7,field_out,L,3,bellinger
CH,ground_ball,30.11,34.87,89,-24.1,field_out,L,6,bellinger
CH,ground_ball,19.45,53.16,73.3,4.4,field_out,L,101,bellinger
SL,line_drive,73.99,94.18,101.7,18.3,single,L,283,bellinger
FF,ground_ball,3.19,14.05,68.3,-43.9,single,L,3,bellinger
